stt_jgd_id,stt_chutes_ao_gol,stt_gols,stt_defesas,stt_assistencias,stt_pontuacao,stt_relacao_chute_gol,stt_impulso_por_minuto,stt_med_impulso,stt_impulso_coletado,stt_impulso_roubado,stt_impulso_grande_coletado,stt_impulso_grande_roubado,stt_impulso_pequeno_coletado,stt_impulso_pequeno_roubado,stt_blocos_grandes_coletados,stt_blocos_grandes_roubados,stt_blocos_pequenos_coletados,stt_blocos_pequenos_roubados,stt_velocidade_med,stt_distancia_percorrida,stt_distancia_med_da_bola,stt_distancia_med_posse,stt_distancia_med_s_posse,stt_distancia_med_dos_aliados,stt_demolicoes_causadas,stt_demolicoes_recebidas,stt_participacoes_gols,cluster
144,2.33,0.0,1.33,0.0,225.0,0.0,354.33,51.53,1949.0,468.0,1163.0,294.0,786.0,174.0,14.67,3.67,70.33,16.0,1453.67,474311.33,2907.33,2858.33,2936.67,3626.0,0.33,1.33,0.0,2
145,1.77,0.54,1.12,0.46,286.19,14.23,389.46,41.17,2426.88,462.38,1645.5,249.5,781.38,212.88,18.19,2.85,67.96,18.58,1494.62,533806.5,2886.81,2829.54,2933.0,3474.92,0.65,1.04,37.76,1
146,2.22,0.7,1.36,0.39,335.81,17.7,373.91,50.29,2229.64,629.72,1544.84,422.02,684.8,207.69,18.93,5.17,59.69,17.96,1542.26,520821.49,2976.24,2866.47,3074.7,3739.62,1.54,0.86,43.1,0
147,1.5,0.5,1.83,0.0,301.0,29.17,360.83,53.3,2179.0,325.67,1599.17,230.0,579.83,95.67,19.0,3.0,52.67,8.67,1457.33,492700.33,2874.33,2798.33,2928.67,3529.83,0.83,0.67,50.0,2
148,3.07,0.72,1.13,0.94,368.26,14.96,353.76,47.75,2204.26,539.35,1351.41,279.54,852.85,259.81,16.76,3.35,73.07,22.2,1500.07,526285.65,3101.67,3023.72,3172.15,3780.22,0.54,0.76,42.19,1
149,0.67,0.33,0.67,0.33,177.33,33.33,282.0,34.06,1580.0,233.0,798.33,66.33,781.67,166.67,9.33,0.67,67.33,14.67,1489.67,488684.33,2683.33,2702.0,2659.0,3451.33,0.33,1.0,66.67,2
150,1.9,0.3,0.93,0.47,252.2,12.78,388.47,44.55,2232.47,377.73,1613.6,222.27,618.87,155.47,18.27,2.63,53.5,13.7,1560.7,518411.4,3265.4,3190.87,3330.83,3876.93,0.8,1.47,21.83,2
151,3.0,1.33,0.33,0.67,308.33,4.44,346.0,48.73,2010.67,426.33,1141.0,247.67,869.67,178.67,13.33,2.67,77.33,15.67,1544.33,503735.33,3331.67,3481.33,3149.67,3794.33,0.0,0.0,55.0,1
152,2.4,0.6,1.4,0.6,331.4,17.33,338.6,50.98,1990.4,339.7,1210.1,172.0,780.3,167.7,14.2,2.2,63.6,14.2,1424.0,469086.2,2914.2,2924.5,2892.8,3664.5,0.6,0.5,51.33,2
153,2.6,0.63,1.22,0.46,338.25,11.33,306.97,48.74,1848.75,383.89,1243.62,227.3,605.13,156.59,15.29,2.78,51.29,12.83,1458.76,498812.86,3244.3,3226.21,3263.3,3990.14,0.29,1.05,37.37,2
154,1.53,0.53,1.24,0.41,265.06,11.08,381.18,49.03,2286.71,379.65,1480.71,199.94,806.0,179.71,17.35,2.41,71.41,16.0,1497.47,502110.76,3199.76,3245.47,3173.24,3727.59,0.41,0.59,38.43,2
155,1.58,0.42,0.67,0.5,244.25,12.78,359.0,48.71,2139.5,332.33,1423.33,172.42,716.17,159.92,17.5,2.25,62.42,14.33,1526.33,506032.83,3039.0,3019.75,3037.33,3681.0,0.33,0.92,25.56,2
156,1.0,0.14,1.14,0.21,227.29,3.57,310.86,56.18,1944.21,506.71,1234.93,298.5,709.29,208.21,15.93,3.79,61.29,17.43,1407.93,488649.07,2974.64,2957.29,2989.57,3741.57,0.79,0.79,4.52,2
157,2.48,0.65,1.48,0.67,358.93,22.66,350.18,46.37,2066.63,515.71,1297.77,296.46,768.86,219.26,15.48,3.57,67.52,19.15,1510.26,509849.76,2802.01,2714.33,2883.66,3480.08,0.83,0.91,45.11,1
158,2.16,0.71,1.87,0.52,368.68,22.38,359.48,48.0,2254.48,470.61,1631.0,293.97,623.48,176.65,19.16,3.55,55.1,15.45,1509.97,541460.39,2993.16,2905.48,3068.26,3648.87,0.87,0.74,40.44,1
159,2.25,0.56,1.5,0.31,322.38,25.21,337.12,50.81,1929.56,398.12,1281.12,259.12,648.44,139.0,15.12,2.94,55.94,12.06,1420.44,470234.0,3043.44,2957.81,3107.06,3932.62,0.94,1.19,35.94,2
160,2.71,0.49,1.31,0.64,333.98,9.55,406.58,50.18,2426.11,391.13,1747.42,232.53,678.69,158.6,19.96,2.73,57.89,13.58,1484.67,507790.09,3029.87,3033.07,3026.69,3734.6,1.24,0.67,39.07,1
161,2.19,0.6,1.49,0.57,318.66,14.5,289.64,45.39,1704.38,381.26,928.87,159.02,775.51,222.23,10.89,1.94,66.91,18.74,1407.74,474822.79,2554.43,2499.94,2597.87,3267.68,0.43,1.36,42.7,2
162,2.27,0.73,1.27,0.55,319.09,27.88,361.18,49.5,2150.09,552.18,1519.91,361.82,630.18,190.36,17.18,4.0,54.82,15.82,1485.91,506613.82,3083.91,2966.73,3156.09,3830.0,0.55,0.82,46.36,1
163,2.95,0.97,1.5,0.61,392.43,23.0,407.97,50.32,2461.55,432.42,1608.89,212.26,852.66,220.16,18.78,2.61,73.63,18.83,1527.34,518748.71,2958.21,2911.21,2994.76,3672.01,0.49,0.86,41.26,1
164,1.2,0.4,1.0,0.6,289.2,20.0,337.0,47.54,1892.2,296.2,1284.8,167.2,607.4,129.0,15.0,1.8,54.4,11.8,1444.4,474117.6,2861.6,2777.2,2936.0,3669.8,0.4,0.6,12.67,2
165,2.73,0.81,1.22,0.66,358.55,20.31,354.87,48.43,2107.08,501.37,1302.97,269.21,804.12,232.17,15.51,3.19,70.13,20.34,1508.59,506164.58,2904.76,2851.51,2955.21,3686.28,0.75,0.92,43.21,1
166,2.71,0.73,1.12,0.45,319.45,26.57,388.71,48.98,2326.35,463.65,1733.33,305.02,593.02,158.63,20.25,3.51,50.67,13.47,1564.73,530583.14,2822.02,2680.63,2930.49,3586.08,0.69,0.82,49.64,1
167,2.88,0.93,1.47,0.54,386.75,23.75,448.97,51.26,2699.28,578.31,1979.33,378.38,719.95,199.93,22.45,4.2,61.33,16.97,1541.05,527877.01,2785.13,2627.86,2923.0,3627.96,0.64,0.86,49.75,0
168,2.95,0.74,1.14,0.71,352.81,26.47,386.45,47.1,2293.71,473.05,1566.36,266.52,727.36,206.52,18.21,3.07,64.26,18.4,1528.07,527692.29,2834.64,2758.07,2904.81,3655.14,0.86,1.17,49.1,1
169,2.23,0.7,1.21,0.68,341.72,22.06,382.4,51.47,2371.06,535.26,1705.45,339.72,665.62,195.53,20.45,3.91,57.7,16.51,1440.34,493496.45,2972.74,2888.32,3044.81,3772.0,0.74,0.98,42.21,1
170,1.42,0.5,1.25,0.5,272.75,17.5,351.5,52.9,2028.33,395.08,1258.67,216.42,769.67,178.67,16.08,2.67,68.08,16.0,1489.92,493182.0,3119.83,3183.0,3060.58,3835.58,0.83,0.67,26.11,2
171,2.99,1.03,1.46,0.59,411.94,23.82,391.66,47.92,2384.08,485.32,1721.17,300.36,662.91,184.96,20.45,3.61,55.83,15.64,1517.17,524876.49,2973.49,2860.0,3086.69,3817.05,0.64,0.78,48.57,1
172,2.06,0.5,1.19,0.5,286.5,14.9,435.75,55.32,2502.62,519.81,2002.44,380.56,500.19,139.25,23.44,4.5,43.0,12.0,1565.19,522380.94,3119.56,3035.75,3174.44,4054.06,1.12,0.44,53.12,0
173,1.6,1.0,1.0,0.2,344.8,30.0,421.0,49.97,2400.6,584.4,1766.0,414.6,634.6,169.8,21.6,4.8,55.8,14.4,1627.4,528490.0,2962.4,2859.2,3054.8,3826.0,1.8,1.6,60.0,0
174,1.79,0.53,1.74,0.51,319.77,22.48,394.49,48.55,2427.86,406.35,1883.33,269.09,544.53,137.26,22.35,3.12,45.86,12.12,1541.65,540532.33,3014.93,2986.09,3032.4,3737.93,0.77,0.72,44.77,1
175,2.6,0.71,1.37,0.62,346.74,17.77,328.84,55.81,2014.69,428.09,1211.07,223.85,803.62,204.24,15.35,2.84,71.04,17.71,1472.26,504508.14,3060.52,3024.57,3095.02,3802.19,0.85,1.03,40.92,1
176,2.7,0.94,1.18,0.66,361.44,25.71,412.3,44.36,2483.0,430.68,1701.16,221.62,781.84,209.06,18.88,2.48,67.84,17.9,1519.33,523684.13,2923.65,2877.95,2968.97,3618.41,0.61,0.98,44.19,1
177,3.2,1.4,1.0,0.2,387.6,35.67,377.4,48.72,2506.4,558.6,1817.0,383.8,689.4,174.8,21.6,4.6,55.6,13.8,1463.6,552277.8,3084.2,3008.2,3173.8,3829.6,0.0,0.4,60.67,0
178,1.95,0.49,1.4,0.42,297.14,16.32,347.68,52.22,2042.84,446.04,1410.03,271.6,632.8,174.44,18.44,3.47,53.86,14.72,1558.18,514465.37,2975.41,2945.61,2997.41,3901.55,0.67,1.0,38.35,1
179,1.25,0.5,1.75,0.75,298.0,25.0,346.5,42.9,2096.5,276.75,1566.25,199.25,530.25,77.5,17.5,2.0,46.25,7.0,1445.75,497075.5,3188.75,3227.5,3143.0,3601.25,0.5,0.5,50.83,2
180,2.82,0.96,1.23,0.59,361.18,20.46,424.5,44.19,2509.02,588.57,1857.5,393.59,651.52,194.97,20.96,4.37,54.74,16.3,1484.33,508341.93,2929.86,2810.27,3039.47,3673.29,1.02,1.03,43.08,0
181,2.67,0.67,0.67,0.33,264.33,25.0,368.0,50.9,2176.0,444.0,1412.0,229.67,764.0,214.33,17.0,2.33,50.33,12.33,1428.0,488397.0,2547.0,2388.33,2683.33,3579.0,0.67,2.0,50.0,1
182,1.68,0.47,0.89,0.26,248.68,22.54,399.21,48.68,2299.84,477.63,1595.26,286.63,704.58,191.0,18.79,3.42,57.79,15.74,1528.79,502457.42,3333.47,3240.26,3420.63,4042.32,0.68,0.79,39.47,1
183,2.11,0.44,1.0,0.56,285.78,16.67,363.11,48.42,2559.67,421.89,1811.56,233.44,748.11,188.44,21.0,2.67,65.11,15.89,1496.44,595027.33,3097.89,2979.67,3210.11,3753.67,1.11,1.22,28.89,1
184,3.4,0.4,1.4,0.6,252.8,10.33,259.6,51.22,1477.6,220.8,954.6,56.2,523.0,164.6,11.4,0.6,41.2,10.0,1312.8,427759.2,3513.4,3593.4,3421.8,3858.2,0.0,1.0,50.0,2
185,2.15,0.63,1.08,0.63,301.38,23.01,374.04,51.14,2296.27,452.69,1602.9,263.27,693.37,189.43,19.47,3.16,60.93,16.6,1550.1,535928.29,3073.57,3013.71,3130.02,3765.29,0.82,0.98,38.29,1
186,2.0,0.66,1.49,0.46,331.77,21.19,388.31,48.17,2382.89,452.69,1709.63,270.54,673.26,182.14,20.97,3.29,58.77,15.74,1543.23,548785.26,2871.69,2796.69,2948.6,3583.91,0.89,0.94,33.01,1
187,2.51,0.7,1.19,0.62,322.45,17.07,329.22,52.93,2042.47,443.27,1266.59,247.16,775.88,196.11,15.97,3.2,67.38,17.03,1431.69,495963.63,3114.76,3097.07,3132.44,3807.67,0.85,0.79,35.43,1
188,2.96,0.99,1.64,0.68,432.45,22.79,461.34,44.89,2678.96,516.23,1990.89,337.42,688.07,178.81,22.79,3.8,57.24,14.84,1549.72,525314.17,2783.71,2693.37,2874.43,3648.02,1.18,0.88,50.32,0
189,2.42,0.73,0.98,0.56,315.24,18.57,369.13,47.4,2251.56,397.85,1514.25,186.4,737.31,211.45,18.05,2.33,64.18,18.0,1518.8,521636.11,2862.6,2803.15,2912.51,3610.16,0.56,0.8,37.64,1
190,2.91,0.84,1.21,0.51,348.08,24.47,350.41,52.73,2075.58,399.82,1411.37,224.25,664.21,175.57,17.33,2.72,57.92,15.18,1457.72,483635.74,3054.72,3022.51,3086.64,3717.53,0.64,0.89,48.44,1
191,2.59,0.82,1.41,0.44,347.31,20.19,328.81,40.77,1881.62,341.3,1148.78,162.49,732.84,178.81,12.9,1.82,62.63,15.78,1484.91,512355.66,2885.16,2848.83,2914.13,3689.5,0.42,0.85,31.65,2
192,3.24,1.03,1.2,0.71,389.42,21.22,366.3,44.71,2173.49,503.1,1458.6,259.79,714.9,243.32,17.4,3.12,59.85,19.83,1513.91,511405.63,2774.85,2687.17,2864.58,3629.86,0.74,0.82,55.27,1
193,2.04,0.3,1.0,0.39,250.74,8.62,298.3,52.54,1916.17,476.57,1326.57,319.3,589.61,157.26,17.0,4.04,49.22,13.3,1444.39,510241.52,3177.39,3132.04,3229.3,3919.04,0.57,0.7,28.25,2
194,2.24,0.67,1.21,0.52,329.03,20.61,373.97,51.36,2192.36,368.55,1715.15,248.97,477.21,119.58,20.82,3.18,41.09,10.09,1537.03,506175.06,3105.52,3039.91,3179.48,3664.97,0.7,0.94,43.74,2
195,2.0,0.51,1.19,0.6,303.21,22.56,387.95,42.73,2370.26,435.67,1671.58,263.65,698.67,172.02,18.84,3.12,60.12,15.23,1531.51,537319.77,3124.74,3110.42,3144.07,3699.12,0.95,0.98,40.93,1
196,2.25,0.64,1.31,0.59,340.29,20.46,428.51,49.22,2538.75,539.09,1784.66,317.7,754.1,221.39,21.64,3.75,65.12,19.3,1613.01,550490.62,2987.75,2884.54,3075.67,3811.97,1.31,0.99,43.05,0
197,1.0,0.75,0.5,0.0,194.0,37.5,375.25,53.71,2150.75,483.0,1398.25,330.0,752.5,153.0,16.5,3.75,66.75,14.25,1483.0,484371.25,2973.75,2737.0,3149.25,3488.0,0.75,1.25,25.0,2
198,2.16,0.64,1.4,0.6,326.6,12.27,415.13,46.66,2511.36,456.47,1819.94,259.16,691.42,197.31,22.2,3.12,58.88,16.84,1587.15,532375.44,3079.66,3029.17,3132.26,3728.66,0.84,0.84,32.49,1
200,2.36,0.74,1.89,0.52,390.35,22.76,436.84,47.5,2677.81,485.95,1891.25,280.97,786.56,204.98,22.19,3.26,68.29,17.56,1570.71,547691.25,2892.01,2825.13,2943.95,3614.07,0.75,0.74,35.39,0
201,1.0,0.33,1.67,0.0,232.33,1.11,374.0,51.41,2122.33,175.67,1639.33,136.0,483.0,39.67,19.33,1.67,37.33,3.67,1410.33,448730.67,2695.0,2651.33,2711.67,3363.33,1.0,1.67,33.33,2
202,2.7,0.9,1.2,0.54,353.51,22.51,420.02,49.57,2479.13,487.67,1814.82,299.61,664.31,188.07,21.1,3.52,57.18,16.16,1593.93,540462.07,2996.05,2845.07,3140.7,3693.56,1.05,0.67,46.91,0
203,2.11,0.5,1.26,0.62,304.44,16.69,403.17,43.22,2326.73,453.47,1679.25,266.46,647.48,187.01,19.43,3.05,54.06,15.36,1543.27,525251.26,2968.95,2907.01,3027.94,3797.05,0.69,0.91,38.27,1
204,2.44,0.6,1.3,0.66,348.12,17.31,371.15,45.54,2182.97,418.71,1553.53,242.07,629.44,176.64,17.85,2.81,54.14,15.27,1496.49,510876.86,2827.48,2721.81,2922.81,3626.81,0.64,0.99,37.33,1
205,2.96,1.04,1.12,0.3,355.28,20.15,365.32,45.85,2227.16,536.91,1422.91,281.52,804.25,255.39,16.2,3.29,70.41,22.3,1527.61,526933.7,2866.29,2749.12,2970.32,3731.7,0.67,0.91,37.56,1
206,2.67,0.78,1.22,0.56,303.22,13.33,414.22,41.24,2601.67,356.56,2016.56,227.0,585.11,129.56,22.44,2.44,49.22,11.56,1528.33,563234.0,2841.11,2751.11,2902.56,3433.33,0.89,1.44,24.44,1
207,0.67,0.33,1.0,0.0,207.67,16.67,401.67,40.33,2322.33,221.33,1806.33,100.0,516.0,121.33,19.67,1.0,44.67,10.67,1512.0,500655.67,2903.0,2998.67,2831.67,3575.0,0.33,1.0,33.33,2
208,2.05,0.42,1.58,0.32,294.0,18.51,354.84,52.54,2045.42,383.26,1236.11,224.84,809.32,158.42,16.37,3.21,67.16,13.05,1541.11,505932.21,3195.26,3186.37,3193.95,3978.79,0.53,1.0,35.09,2
209,1.75,0.33,0.92,0.67,264.08,9.17,389.08,47.95,2321.17,549.58,1684.83,359.83,636.33,189.75,21.08,4.5,55.58,16.67,1580.42,523825.17,2971.75,2853.75,3071.25,3866.67,1.25,0.5,26.39,1
210,2.49,0.68,1.15,0.67,335.48,18.91,419.92,44.74,2469.87,521.19,1748.39,297.13,721.47,224.06,20.21,3.48,59.67,17.93,1561.04,527104.83,2891.4,2817.03,2971.18,3677.1,0.82,0.94,41.02,1
211,2.19,0.62,2.12,0.42,378.08,26.15,410.5,48.61,2507.88,487.42,1751.04,296.58,756.85,190.85,21.23,3.65,58.54,14.73,1486.08,520584.08,3129.77,3041.46,3210.19,3903.73,1.58,0.96,32.77,1
212,2.42,0.63,1.18,0.56,307.11,22.48,311.92,52.8,1943.9,401.27,1285.84,225.11,658.06,176.17,16.38,2.93,58.07,15.42,1473.42,506426.91,3068.78,3042.11,3088.82,3737.58,0.6,0.92,36.54,2
213,2.0,0.79,1.11,0.21,305.68,23.25,413.21,48.17,2393.53,398.74,1806.84,241.21,586.68,157.53,21.58,2.95,49.47,13.74,1650.89,539080.16,3146.26,3109.05,3190.63,3987.0,0.53,0.68,41.58,1
214,1.0,0.25,1.0,0.75,258.25,12.5,377.75,42.2,2117.5,291.0,1538.0,150.0,579.5,141.0,17.0,1.5,45.5,12.75,1581.0,527706.75,2934.0,2833.0,3011.5,3596.25,1.25,0.5,50.0,2
215,2.37,0.77,1.43,0.43,352.3,16.0,400.43,46.89,2458.23,406.03,1777.37,218.77,680.87,187.27,20.57,2.57,52.87,15.0,1514.03,530468.17,2976.77,2856.7,3095.37,3876.43,0.63,0.73,42.63,1
216,2.16,0.73,1.31,0.4,330.37,22.67,431.14,50.1,2633.12,604.05,1844.69,353.06,788.43,250.99,24.0,4.57,68.97,21.91,1629.12,564009.86,2897.47,2829.03,2951.34,3724.87,1.94,1.01,37.95,0
217,2.5,0.0,1.25,0.75,225.75,0.0,262.5,58.75,1591.0,308.75,1230.25,206.0,360.75,102.75,16.5,2.75,30.5,7.5,1319.0,432161.25,3066.0,2938.0,3157.75,3551.75,0.5,1.0,31.25,2
218,1.96,0.56,1.32,0.4,286.44,16.67,410.72,45.84,2321.12,467.88,1722.08,305.4,599.04,162.48,19.08,3.32,49.92,13.16,1524.28,500386.2,2963.76,2934.56,2985.4,3633.6,0.56,0.68,27.84,1
219,1.69,0.31,1.31,0.25,243.81,12.71,369.94,53.5,2201.19,529.88,1674.94,391.81,526.25,138.06,21.56,4.88,43.5,11.44,1446.06,480967.94,3252.56,3225.62,3271.44,4092.31,1.69,0.75,31.25,2
220,2.9,0.89,1.67,0.68,415.97,24.28,437.81,48.9,2703.39,553.56,1921.37,333.31,782.02,220.24,22.63,4.01,66.28,18.44,1563.35,537875.34,2911.2,2765.53,3039.89,3712.93,0.84,0.98,53.03,0
221,2.49,0.71,1.1,0.8,334.17,20.94,333.49,46.96,1994.66,407.8,1250.05,212.95,744.61,194.85,14.85,2.44,64.0,17.07,1480.02,505603.05,3120.37,3053.12,3175.12,3810.71,0.9,0.9,52.44,1
222,1.2,0.0,1.2,0.6,253.4,0.0,267.6,37.08,1653.0,249.4,676.4,86.2,976.6,163.2,8.2,1.0,80.8,12.6,1390.8,523318.6,3194.8,3354.6,3043.0,3804.8,0.4,1.0,30.0,2
223,1.67,0.33,1.67,0.33,315.67,16.67,310.0,48.25,1845.0,280.0,1163.0,157.33,682.0,122.67,13.67,2.0,42.33,8.0,1417.33,488268.0,2723.0,2696.67,2739.33,3560.0,0.0,0.67,33.33,2
224,1.29,0.29,1.14,0.29,231.57,21.43,402.29,45.0,2308.57,340.86,1645.86,210.43,662.71,130.43,18.71,2.43,52.29,10.71,1526.29,508177.86,3011.29,2765.43,3219.71,3724.14,0.14,1.0,20.48,2
225,2.0,0.66,0.9,0.31,269.1,31.09,394.69,41.79,2139.41,377.69,1414.93,209.14,724.48,168.55,15.97,2.38,62.93,14.41,1581.55,516928.97,2875.79,2864.0,2880.52,3567.79,1.45,1.34,48.22,1
226,2.71,0.84,1.8,0.61,412.92,23.42,406.09,51.7,2430.36,439.85,1852.3,289.36,578.06,150.49,22.55,3.66,47.75,12.84,1528.64,516266.05,2851.95,2744.64,2962.1,3699.28,1.3,0.66,52.04,1
227,2.27,0.69,1.53,0.46,344.89,22.66,356.28,46.6,2117.32,340.45,1503.96,190.65,613.36,149.8,18.28,2.34,52.04,12.6,1432.91,484939.59,3038.39,3017.1,3056.14,3838.7,0.65,0.95,40.66,2
228,2.28,0.66,1.0,0.39,298.98,21.43,413.12,48.89,2529.45,561.79,1719.15,353.01,810.3,208.78,20.85,4.15,70.3,18.41,1537.28,529936.75,2945.52,2854.66,3029.74,3704.34,0.84,0.81,34.27,0
229,2.66,0.82,1.28,0.55,347.37,20.21,384.27,48.65,2351.92,517.15,1594.42,293.94,757.5,223.2,18.9,3.53,66.39,19.72,1543.09,536493.62,2764.83,2650.9,2868.02,3600.73,1.38,0.9,45.23,1
230,0.33,0.0,2.67,0.33,356.67,0.0,353.33,49.02,1932.0,407.33,1349.33,251.33,582.67,156.0,16.67,3.0,49.0,11.67,1367.0,450981.67,2697.0,2683.0,2712.33,3510.0,0.0,0.67,33.33,2
231,0.67,0.33,2.0,0.0,253.33,33.33,250.67,51.01,1408.67,248.0,861.0,138.33,547.67,109.67,9.67,1.67,50.67,9.67,1387.0,454188.67,3178.0,3167.67,3194.67,3637.67,0.33,1.0,33.33,2
232,1.96,0.58,1.32,0.46,296.68,21.49,380.66,53.39,2279.06,430.96,1589.8,256.96,689.26,173.99,18.64,3.01,58.48,14.76,1505.25,508569.01,3148.3,3077.37,3207.03,3869.54,0.68,0.91,37.66,1
233,2.5,1.0,1.58,0.33,354.83,29.72,392.75,44.04,2234.42,367.17,1647.75,230.17,586.67,137.0,18.75,2.58,48.58,11.58,1514.92,498458.42,3237.17,3199.75,3284.17,3693.67,0.92,1.5,52.64,1
234,2.34,0.71,1.3,0.62,341.4,17.86,350.67,44.75,2079.47,429.2,1295.03,223.67,784.44,205.53,14.83,2.58,67.33,17.74,1418.08,480036.3,2906.69,2876.68,2933.15,3626.92,0.37,0.96,45.99,1
235,2.58,0.79,1.08,0.44,323.3,21.96,396.5,51.87,2441.98,610.39,1797.65,390.48,644.33,219.91,23.47,4.91,54.78,18.49,1560.23,531974.93,3021.39,2897.33,3141.95,3798.6,1.66,1.02,37.74,0
236,2.33,0.62,1.16,0.52,309.01,13.69,406.61,48.5,2389.87,496.59,1634.64,290.54,755.23,206.05,18.9,3.32,65.06,17.79,1531.43,514028.43,2796.72,2760.36,2823.62,3555.71,1.18,1.12,33.2,1
237,2.43,0.74,2.03,0.49,401.57,22.61,326.29,49.67,2129.51,469.6,1403.34,266.43,726.17,203.17,17.11,3.26,63.46,17.97,1466.89,523066.63,2733.86,2610.83,2834.2,3530.8,1.14,0.91,39.87,1
238,2.79,0.82,1.44,0.65,371.75,22.01,423.57,50.84,2549.29,414.51,1938.51,266.13,610.78,148.38,23.99,3.3,51.86,12.85,1590.65,541055.68,3065.53,3015.22,3116.26,3772.25,1.08,0.71,39.98,1
239,2.32,0.71,1.09,0.34,298.07,21.04,335.08,46.75,2053.01,461.63,1323.34,246.84,729.68,214.79,16.01,3.06,62.83,18.59,1456.35,496692.41,2966.36,2904.35,3016.64,3722.83,1.33,0.96,30.55,1
240,2.37,0.7,1.57,0.33,342.93,26.01,422.66,49.19,2525.89,561.02,1912.34,373.61,613.55,187.41,23.24,4.39,47.09,14.37,1539.6,524945.13,2894.71,2776.75,2999.53,3739.21,1.09,1.26,40.72,0
241,4.0,1.0,1.0,0.33,332.67,2.78,481.67,47.05,2747.0,920.67,2082.0,671.67,665.0,249.0,25.33,7.33,56.0,19.67,1604.33,526424.67,3114.0,2969.33,3287.0,3916.33,2.0,0.0,63.33,0
242,2.08,0.5,1.42,0.17,288.67,13.33,391.42,48.17,2273.0,310.17,1623.42,159.42,649.58,150.75,19.0,1.92,53.67,12.58,1556.17,529390.67,2881.5,2780.5,2964.83,3568.08,1.0,1.58,29.44,2
243,2.33,1.0,1.08,0.33,341.0,33.33,455.58,49.01,2584.25,424.83,1903.83,276.08,680.42,148.75,22.58,3.33,58.92,13.33,1641.0,543986.42,2994.92,3022.75,2953.25,3860.75,0.92,0.5,45.14,1
244,1.78,0.89,1.0,0.22,303.33,47.96,375.33,50.2,2488.89,310.0,1763.67,165.44,725.22,144.56,22.22,2.11,61.11,11.67,1534.11,559944.78,2958.78,2882.11,2980.67,3455.78,0.67,1.89,30.0,1
245,1.67,0.5,1.33,0.5,298.83,29.44,365.33,53.73,2133.42,478.5,1482.25,300.42,651.17,178.08,18.0,3.58,56.33,15.25,1484.25,493244.92,3006.25,2962.25,3059.83,3724.33,0.67,0.92,39.86,1
246,2.0,0.6,1.6,0.4,361.6,30.0,365.2,51.41,2478.8,649.4,1735.2,401.4,743.6,248.0,22.2,5.2,59.0,17.0,1545.8,585993.0,3098.8,3014.6,3139.8,3836.0,0.4,0.4,26.33,0
247,1.89,0.64,1.58,0.49,322.37,20.4,415.84,49.22,2510.47,445.71,1786.37,273.29,724.1,172.43,21.52,3.32,62.21,15.01,1585.8,542865.57,3062.6,3046.09,3075.19,3726.64,0.75,0.86,40.51,1
248,2.07,0.45,1.62,0.45,330.48,12.41,404.9,47.61,2366.0,401.93,1794.21,266.66,571.79,135.28,21.31,3.1,46.34,11.79,1546.34,506349.21,2780.17,2671.24,2872.48,3579.69,0.97,1.24,29.83,1
249,2.21,0.63,1.59,0.47,347.37,19.8,382.59,50.41,2289.38,488.99,1582.74,313.22,706.64,175.77,19.37,3.74,61.65,15.19,1516.16,513496.86,3011.56,2906.73,3104.77,3710.88,1.09,0.84,37.67,1
